u-r color,Mr luminosity,log10density,redshift,velocity of dispersion of host cluster (-99 if not in a cluster)
2.273,-21.4,-0.2209,0.03626,-99
2.216,-21.37,0.2209,0.05444,-99
1.268,-19.81,-0.3289,0.0345,-99
1.83,-20.71,-0.5047,0.03959,932.2
1.65,-21.13,-0.7208,0.05267,-99
1.906,-21.62,-0.6556,0.05261,-99
1.632,-21.16,0.04183,0.02151,-99
1.883,-22.12,0.2131,0.04516,932.2
2.244,-21.76,-0.5175,0.03669,-99
2.503,-21.45,-0.4435,0.03642,-99
2.474,-21.16,0.384,0.0458,932.2
1.332,-19.35,-0.5339,0.0371,-99
2.196,-20,0.7576,0.0533,-99
1.485,-20.35,0.1861,0.05345,-99
2.368,-20.38,0.4366,0.05232,-99
1.481,-20.1,-1.194,0.07311,2294
2.546,-20.62,0.2928,0.0527,-99
1.557,-20.52,0.4203,0.05566,2400
1.703,-20.45,-0.8144,0.0591,2400
1.701,-19.73,-0.4634,0.0588,2400
1.622,-20.05,-0.1952,0.03896,-99
2.097,-20.44,-0.1248,0.05662,2400
2.446,-20.7,0.1208,0.03651,-99
2.062,-21.23,-0.1483,0.0468,-99
1.782,-20.68,-0.5672,0.07278,2294
1.681,-19.79,-0.1655,0.04765,-99
1.825,-20.26,0.4847,0.05329,-99
1.859,-20.48,-0.282,0.05717,2400
2.267,-20.37,-0.762,0.0733,2294
2.617,-21.98,0.6269,0.05224,-99
1.103,-20.49,0.1113,0.05522,-99
2.362,-20.97,0.351,0.05275,-99
2.206,-20.14,-0.06148,0.05152,-99
1.815,-20.06,-0.8077,0.0428,932.2
1.457,-20.95,0.02496,0.06009,2400
1.854,-18.91,-0.05211,0.03662,-99
2.127,-20.64,0.6194,0.06627,-99
1.856,-20.91,0.3846,0.0605,2298
1.328,-20.41,0.4988,0.06553,-99
2.395,-19.75,0.3658,0.06173,2298
1.347,-20.61,-0.2085,0.04691,-99
2.476,-21.7,0.3011,0.06756,-99
2.733,-21.7,0.7026,0.067,-99
2.509,-20.25,0.1816,0.06748,-99
1.806,-20.21,-0.05416,0.04644,-99
2.599,-20.37,-0.3745,0.03809,-99
2.253,-21.37,-0.01221,0.06012,2400
2.579,-20.31,0.1324,0.05952,2400
1.726,-20.14,-0.02741,0.04652,-99
1.896,-20.22,0.3614,0.05206,-99
1.117,-19.44,-0.5807,0.04256,932.2
2.448,-22.27,-0.4944,0.0734,2294
2.497,-22.12,0.283,0.05988,2400
1.732,-20.28,0.08115,0.06004,2400
1.762,-21.37,-0.06494,0.06781,-99
1.382,-20.28,-0.1547,0.06814,-99
1.878,-20.47,0.1029,0.0465,-99
1.18,-20.55,-0.475,0.05222,-99
1.768,-19.72,-0.06361,0.05801,2400
2.129,-21.16,-0.05947,0.05985,2400
2.139,-19.84,-0.3823,0.05195,-99
2.361,-21.63,-0.3616,0.04513,932.2
2.296,-20.23,0.01755,0.05592,2400
1.821,-20.17,-0.05273,0.06105,2400
1.409,-20.4,-0.2422,0.05528,881
1.552,-19.47,-0.4391,0.05172,-99
1.855,-20.22,0.3723,0.06799,-99
2.446,-20.83,-0.4997,0.07383,2294
1.914,-21.57,0.3913,0.0664,-99
2.56,-22.17,0.2519,0.06899,-99
1.289,-20.28,-0.5738,0.07377,2294
2.391,-20.78,-0.5853,0.0737,2294
2.268,-21.85,0.2756,0.05546,881
2.578,-19.26,-0.6564,0.05111,-99
2.404,-19.62,0.55,0.05571,2400
1.372,-20.07,0.2535,0.06887,-99
1.433,-18.88,-0.6477,0.03787,-99
2.447,-20.63,0.8164,0.05886,2298
2.42,-20.57,0.8442,0.05792,2298
2.292,-20.75,0.6932,0.05923,2298
2.557,-21.22,0.7186,0.05977,2298
2.673,-21.64,0.707,0.05838,2298
2.184,-19.39,0.9521,0.05856,2298
2.591,-22.59,0.5287,0.06152,2298
2.233,-21.03,-0.1693,0.06808,-99
2.463,-21.68,0.5452,0.05962,2298
1.903,-20.49,0.5899,0.05968,2298
1.501,-20.09,0.1808,0.06175,2298
1.69,-21.27,0.06707,0.06563,-99
1.417,-21.38,0.3833,0.05601,2400
1.286,-20.14,0.5296,0.06157,2400
2.533,-21.61,0.4449,0.05587,2400
1.826,-21.11,-0.02836,0.06591,-99
2.435,-21.74,0.2274,0.05888,2400
1.687,-20.45,0.4947,0.0593,2400
2.475,-20.32,0.5016,0.05881,2400
2.419,-21.16,0.6913,0.05936,2298
2.386,-20.11,0.7309,0.05888,2298
1.643,-20.27,0.6,0.05895,2298
1.812,-20.33,0.6086,0.05746,2400
1.061,-19.99,0.4964,0.06152,2298
2.403,-21.05,0.1827,0.06161,2298
2.566,-22.33,0.334,0.06121,2298
2.577,-21.02,-0.4543,0.0753,2294
1.814,-20.96,-0.8237,0.07437,2294
2.253,-20.2,-0.7017,0.07302,2294
2.204,-20.88,0.5395,0.0561,2400
1.538,-21.44,-0.1193,0.05274,-99
2.316,-21.09,0.26,0.05617,881
2.189,-21.94,0.2483,0.05876,881
1.961,-19.95,-0.03182,0.06326,2298
2.143,-21.38,-0.1781,0.05791,2298
0.9755,-20.42,-0.1412,0.05319,-99
1.439,-19.5,0.8201,0.05584,881
2.499,-21.21,0.9931,0.05781,881
1.959,-19.32,-0.108,0.03982,932.2
1.629,-20.97,0.5374,0.06186,881
1.987,-21.83,0.5226,0.05423,-99
2.458,-20.79,0.3755,0.05399,-99
2.59,-22,0.7177,0.05782,881
2.555,-21.78,0.09926,0.05386,-99
2.521,-20.84,0.7837,0.06087,881
2.353,-20.54,0.7914,0.06069,881
2.365,-21.23,0.9578,0.06177,881
1.452,-19.46,1.073,0.03853,-99
2.27,-20.21,1.634,0.043,932.2
2.311,-20.68,0.8687,0.04428,932.2
2.491,-21.65,1.441,0.04104,932.2
2.485,-20.85,0.9532,0.06123,352.4
2.213,-20.07,2.078,0.04307,932.2
2.527,-21.5,0.5622,0.04407,932.2
2.217,-19.11,1.197,0.04163,932.2
1.824,-19.04,0.468,0.03837,-99
2.361,-19.37,1.246,0.04365,932.2
0.2128,-18.7,1.079,0.03864,-99
2.627,-22.09,2,0.04391,932.2
2.401,-21.42,1.93,0.04285,932.2
2.502,-20.54,0.525,0.06159,352.4
2.461,-21.53,0.7283,0.0595,352.4
2.595,-21.81,0.2928,0.04335,932.2
1.639,-21.08,-0.2559,0.03823,-99
1.879,-21.44,0.1891,0.05942,352.4
1.947,-20.19,0.3349,0.05959,352.4
1.334,-20.27,0.0074,0.04668,-99
1.624,-19.4,-0.008065,0.03865,-99
2.302,-20.87,0.842,0.05729,352.4
1.958,-22.02,0.6464,0.06039,352.4
1.894,-20.47,-0.8491,0.0752,2294
2.554,-22.4,0.6198,0.06028,352.4
1.673,-21.41,0.439,0.06036,352.4
1.736,-19.65,-0.6548,0.05369,-99
2.542,-21.91,-0.5392,0.0547,-99
1.226,-20.06,0.2591,0.06058,352.4
2.277,-19.04,1.053,0.04416,932.2
2.417,-19.65,2.08,0.04494,932.2
2.389,-19.03,1.915,0.04452,932.2
1.834,-19.49,1.407,0.04604,-99
2.363,-21.83,1.572,0.04424,932.2
2.284,-18.87,1.182,0.04452,932.2
2.389,-20.24,1.988,0.04312,932.2
2.808,-18.7,1.712,0.04004,932.2
2.63,-20.34,1.913,0.04114,932.2
1.819,-21.04,0.4221,0.04369,932.2
1.794,-19.47,0.4006,0.04542,932.2
1.628,-19.49,0.2328,0.04644,-99
1.705,-19.94,0.3851,0.03862,-99
2.441,-21.93,0.2556,0.06002,352.4
2.6,-20.55,0.429,0.0431,932.2
1.704,-20.76,0.2509,0.0424,932.2
1.389,-19.2,0.4058,0.04541,932.2
2.74,-18.89,0.7975,0.04365,932.2
0.91,-20.67,0.3216,0.04248,932.2
2.391,-20.75,0.07779,0.04344,932.2
2.463,-21.78,0.698,0.04537,932.2
1.694,-21.42,0.06432,0.05975,352.4
2.078,-20.51,0.2704,0.0681,-99
1.571,-21.09,0.4356,0.06024,352.4
1.692,-21.2,0.4529,0.04174,932.2
1.369,-19,0.5366,0.04213,932.2
2.567,-22.24,0.7235,0.06107,2400
1.744,-18.9,0.02778,0.04355,932.2
2.649,-22.31,0.5833,0.0608,2400
2.443,-21.21,0.5227,0.06809,-99
2.533,-20.93,0.887,0.04237,932.2
2.606,-20.1,0.4456,0.06192,2400
1.91,-20.93,0.2712,0.06113,2400
2.444,-21.77,0.5966,0.06105,2400
2.319,-19.89,0.4365,0.04233,932.2
1.798,-19.84,0.009845,0.06046,2400
2.193,-21.43,0.1238,0.0601,2400
2.425,-20.85,0.01673,0.06769,-99
2.428,-20.9,0.5568,0.06689,-99
1.475,-19.69,-0.0803,0.05779,2400
2.286,-20.68,0.2643,0.06789,-99
2.302,-22.85,-1.111,0.07324,2294
1.765,-20.06,-0.06483,0.06066,2400
2.344,-19.51,-0.4274,0.03781,-99
2.87,-21.64,-0.4674,0.05474,-99
1.946,-20.48,0.7893,0.06883,-99
2.599,-20.14,0.7263,0.06701,-99
2.504,-21.11,0.5455,0.06785,-99
1.643,-20.26,-0.4191,0.05452,-99
2.377,-21.13,0.2303,0.0678,-99
2.016,-19.58,-0.1279,0.05513,-99
2.239,-20.87,0.6826,0.06647,-99
1.486,-20.34,-0.2043,0.05466,-99
2.399,-20.29,-0.1605,0.05416,-99
1.854,-19.48,-0.1201,0.05366,-99
1.43,-19.8,-0.1988,0.05495,-99
1.789,-20.57,-0.1029,0.05541,881
2.536,-19.77,-0.155,0.05414,-99
2.47,-21.41,-0.0812,0.05364,-99
2.298,-21.52,0.1458,0.05436,-99
1.83,-20.88,-0.2617,0.05969,2400
2.363,-19.67,1.677,0.05636,2400
2.418,-20.08,1.13,0.05273,-99
2.537,-21.01,1.431,0.05412,-99
1.29,-19.12,0.5861,0.03663,-99
2.476,-21,1.111,0.05396,-99
2.261,-20.67,0.2265,0.05281,-99
1.663,-20.09,0.1148,0.05477,-99
1.861,-21.28,0.5042,0.05273,-99
2.505,-20.83,1.098,0.05298,-99
2.611,-22.7,1.258,0.05375,-99
1.787,-19.49,0.9049,0.05439,-99
1.86,-19.79,0.5236,0.06112,2298
2.331,-20.45,-0.5049,0.07201,2294
2.179,-21.24,-0.4338,0.07476,2294
1.436,-20.89,0.1172,0.05913,881
2.381,-21,0.07841,0.0618,2298
1.417,-21.37,0.3433,0.05575,2400
2.269,-20.12,0.6853,0.05812,2400
1.579,-20.83,0.4916,0.05626,2400
2.507,-20.8,0.5691,0.05821,2400
1.815,-20.69,0.5872,0.05797,2400
1.318,-21.13,0.5165,0.05607,2400
1.754,-20.6,0.4769,0.06663,-99
1.484,-20.32,0.304,0.06162,2400
2.303,-21.98,0.04479,0.06763,-99
1.395,-20.45,0.4909,0.05958,2400
2.574,-21.42,0.7734,0.06027,881
2.419,-20.02,0.8364,0.0595,881
2.328,-20.03,0.8426,0.05809,881
2.277,-20.26,0.9138,0.05612,881
2.617,-21.52,0.9492,0.05966,881
2.465,-20.11,0.4119,0.05937,881
1.628,-20.12,0.4891,0.05644,881
2.013,-19.75,0.3323,0.05703,881
1.378,-20.06,0.6023,0.05741,881
2.249,-21.51,0.1858,0.05559,881
1.941,-21.4,0.3774,0.05653,352.4
2.251,-20.2,0.6039,0.0573,881
2.342,-22.82,0.3256,0.05905,881
2.448,-20.9,0.3477,0.05574,881
2.325,-21.77,-0.006876,0.07561,2294
2.587,-22.12,-0.0803,0.07533,2294
1.677,-20.59,-0.1523,0.07442,2294
2.434,-20.79,1.637,0.05744,881
2.573,-20.79,1.021,0.05643,881
2.576,-21.9,1.171,0.05833,881
2.583,-19.86,1.263,0.05672,881
2.404,-21.01,1.027,0.06057,881
2.212,-19.86,0.451,0.05351,-99
2.552,-22.11,1.214,0.05887,881
2.489,-20.44,1.134,0.06143,881
2.648,-22.22,0.7892,0.06087,881
2.118,-20.91,0.8325,0.05409,-99
2.442,-20.53,1.232,0.06073,881
2.497,-20.65,1.24,0.05705,881
1.586,-20.23,0.4867,0.0542,-99
2.356,-21.12,0.6408,0.06203,352.4
2.598,-20.93,1.142,0.05805,881
1.166,-19.45,0.9802,0.05441,-99
2.487,-21.4,0.6713,0.05827,881
2.441,-21.3,0.5708,0.05766,881
2.944,-21.04,0.5804,0.05901,881
2.328,-20.49,0.5356,0.06064,881
1.529,-20.26,0.3847,0.05948,881
2.392,-21.9,-0.09652,0.07541,2294
1.593,-21.12,-0.4596,0.07467,2294
2.496,-20.69,0.4461,0.05803,881
1.498,-19.36,-0.3162,0.0381,-99
2.542,-21.41,0.8367,0.05912,881
2.541,-20.95,0.3536,0.05665,881
2.485,-21.11,0.9154,0.06001,881
2.01,-22.15,1.122,0.0607,881
1.17,-20.05,1.068,0.05979,881
2.701,-22.25,-0.3791,0.03843,-99
1.527,-20.33,1.081,0.06056,881
2.484,-22.32,-0.4493,0.0376,-99
2.446,-21.3,0.8003,0.05497,-99
2.518,-21.86,1.236,0.06085,881
2.173,-21.63,0.853,0.05981,881
1.362,-20.1,1.028,0.06223,352.4
2.512,-20.1,-0.6181,0.07542,2294
2.352,-20.8,1.09,0.0618,881
1.869,-20.63,-0.1043,0.07625,2294
2.572,-22.17,0.7605,0.06097,881
2.199,-20.87,0.512,0.06064,881
1.794,-20.58,0.6245,0.06056,881
2.523,-21.65,0.4318,0.06077,881
2.232,-20.51,0.9197,0.06006,881
1.643,-20.03,0.1906,0.05688,881
1.474,-20.62,0.5602,0.06295,352.4
2.089,-21,0.8928,0.0621,352.4
2.782,-20.32,0.3943,0.06079,881
1.373,-19.84,0.1733,0.06023,881
1.844,-20.46,0.1809,0.06018,881
2.408,-22.32,0.2992,0.07424,2294
1.898,-20.94,-0.02144,0.05975,881
2.297,-21.45,0.5857,0.07288,2294
2.397,-21.8,0.3734,0.06056,881
1.861,-20.08,0.03642,0.06248,352.4
2.82,-19.82,0.2144,0.05839,881
2.502,-21.04,0.2948,0.06095,881
2.473,-21.18,1.117,0.07658,2294
2.273,-22.3,0.8061,0.07754,2294
2.538,-20.74,1.291,0.07439,2294
1.525,-19.79,0.07886,0.05963,881
2.449,-20.59,0.9801,0.0743,2294
2.586,-22.47,0.4962,0.07105,-99
0.799,-15.91,-0.0209,0.04064,932.2
2.535,-23,1.249,0.07511,2294
1.889,-21.01,-11.26,0.06927,-99
2.344,-21.16,1.176,0.07531,2294
2.313,-21.14,0.6715,0.07524,2294
2.497,-21.82,0.9115,0.07581,2294
1.526,-20.84,-0.07891,0.04137,932.2
2.721,-21.44,0.6217,0.07134,2294
2.301,-21.9,-0.1023,0.07564,2294
2.39,-21.58,0.4093,0.07389,2294
1.335,-21.33,-0.2973,0.07406,2294
2.485,-21.76,0.5364,0.07777,-99
2.26,-21.23,0.4827,0.07515,2294
2.3,-20.69,0.7827,0.072,2294
1.531,-21.16,0.9069,0.07818,-99
1.964,-20.28,0.3214,0.07567,2294
1.624,-20.21,-0.3662,0.06944,-99
1.395,-20.89,0.2985,0.03965,932.2
2.079,-18.81,0.1203,0.0424,932.2
1.855,-20.29,0.2256,0.04082,932.2
2.105,-20.82,-0.577,0.07701,2294
2.185,-19.34,0.3809,0.03933,932.2
2.531,-20.64,-0.07232,0.03981,932.2
2.118,-21.67,-0.1458,0.04179,932.2
2.391,-21.68,-0.7093,0.07561,2294
2.076,-19.39,-0.05505,0.04165,932.2
1.392,-20.92,-0.5539,0.07456,2294
2.38,-20.71,0.3347,0.04076,932.2
1.894,-21.06,-0.6228,0.07497,2294
2.147,-20.61,-0.8176,0.05779,881
3.446,-21.03,-0.3964,0.07399,2294
1.75,-20.8,-0.4388,0.07559,2294
2.362,-20.34,0.2423,0.06033,352.4
1.767,-21.74,-0.3723,0.07382,2294
1.094,-20.97,-0.8447,0.0788,-99
1.199,-19.07,0.001406,0.03956,932.2
1.679,-20.4,-0.2569,0.07393,2294
1.557,-20.01,0.1486,0.04092,932.2
1.661,-20.84,-0.5954,0.07486,2294
1.455,-19.86,0.01867,0.03931,932.2
2.575,-21.65,-0.822,0.05288,-99
2.097,-20.34,-0.42,0.0738,2294
2.479,-21.98,-0.3602,0.07487,2294
3.303,-20.21,0.4329,0.06069,352.4
1.67,-20.01,-0.02414,0.05975,352.4
2.473,-22.5,0.468,0.0603,352.4
2.507,-21.79,-0.5415,0.0744,2294
2.124,-21.61,-0.4895,0.07606,2294
1.683,-20.68,-0.5779,0.05302,-99
2.302,-21.81,-0.404,0.04142,932.2
2.417,-22.6,-0.5909,0.07494,2294
1.167,-18.85,-0.2494,0.03811,-99
2.255,-20.87,-0.2126,0.03857,-99
2.097,-19.72,0.3011,0.06083,352.4
2.333,-21.84,0.2636,0.06049,352.4
2.027,-20.15,0.35,0.05964,352.4
1.812,-20.56,0.1917,0.06078,352.4
1.471,-20.41,-0.07779,0.05661,352.4
2.424,-19.74,-0.4394,0.04412,932.2
1.603,-20.47,-0.3605,0.05429,-99
1.586,-20.62,0.3034,0.05696,352.4
2.345,-21.19,0.5387,0.05979,352.4
1.818,-19.49,0.4696,0.0418,932.2
1.987,-21.38,0.6271,0.06011,352.4
2.584,-22.83,0.4776,0.06187,352.4
1.854,-20.77,0.7152,0.06047,352.4
1.508,-20.04,0.2533,0.06011,352.4
2.194,-21.34,0.6622,0.05816,352.4
1.717,-20.91,-0.1577,0.05974,352.4
2.01,-20.67,0.36,0.06033,352.4
1.819,-20.31,0.3161,0.06098,352.4
2.364,-21.56,-0.7438,0.07426,2294
2.374,-21.65,0.7631,0.06043,352.4
1.593,-20.56,1.594,0.04292,932.2
2.493,-20.69,1.194,0.0611,352.4
2.501,-20.54,0.9726,0.06068,352.4
1.207,-19.3,0.8816,0.03771,-99
2.514,-20.17,0.5417,0.04172,932.2
2.47,-21.22,1.749,0.04546,932.2
2.529,-21.34,1.398,0.04264,932.2
2.107,-20.26,1.071,0.06044,352.4
2.464,-21.86,1.676,0.0409,932.2
1.636,-20.83,0.7322,0.06016,352.4
1.667,-21.45,0.8115,0.0386,-99
2.576,-21.91,1.001,0.06198,352.4
2.445,-19.94,0.6963,0.04385,932.2
1.335,-19.53,0.5053,0.04205,932.2
2.328,-21.56,-0.1138,0.05989,352.4
2.289,-19.08,-0.1782,0.03846,-99
1.302,-19.25,0.581,0.04226,932.2
2.166,-19.75,0.6525,0.04342,932.2
1.383,-20.67,0.1421,0.06012,352.4
2.216,-21.42,0.1236,0.06034,352.4
1.933,-19.19,0.9911,0.03974,932.2
2.472,-21.01,0.6978,0.04377,932.2
2.297,-20.22,0.9382,0.04796,-99
2.374,-22.59,1.674,0.04574,932.2
2.204,-21.47,1.358,0.04076,932.2
2.128,-19.2,0.985,0.04335,932.2
2.427,-22.51,1.614,0.04629,-99
1.379,-20.26,1.149,0.04293,932.2
1.508,-21.05,-0.06549,0.04904,-99
2.473,-22.87,1.451,0.04699,-99
2.089,-19.23,1.604,0.04018,932.2
2.623,-21.03,2.013,0.04349,932.2
1.567,-19.1,0.4462,0.04314,932.2
1.638,-19.59,-0.6856,0.04912,-99
2.233,-20.72,0.7741,0.05977,2400
2.549,-20.65,0.3028,0.04524,932.2
2.409,-20.44,0.6796,0.06126,352.4
2.087,-20.08,0.0936,0.0456,932.2
2.018,-20.78,0.1134,0.04558,932.2
1.433,-19.73,0.1001,0.04361,932.2
2.539,-21.81,0.12,0.06684,-99
2.27,-20.99,0.3059,0.05839,2400
2.011,-21.32,0.1903,0.05976,352.4
2.737,-20.81,0.2218,0.03977,932.2
1.961,-19.97,-0.03733,0.03848,-99
2.45,-20.41,-0.09901,0.0763,2294
2.51,-20.7,0.2022,0.03971,932.2
2.525,-21.48,0.2984,0.07605,2294
2.48,-22.28,0.2346,0.04045,932.2
1.968,-21.55,0.5205,0.04048,932.2
2.457,-20.07,0.1529,0.07391,2294
1.945,-21.94,-0.1949,0.04189,932.2
1.507,-19.73,0.4427,0.03971,932.2
1.58,-20.5,0.3613,0.04193,932.2
2.326,-18.99,0.4171,0.03887,-99
1.752,-18.98,0.02046,0.04024,932.2
2,-21.16,-0.6635,0.05778,881
2.418,-21.25,0.4569,0.04099,932.2
1.785,-20.07,0.2208,0.03955,932.2
1.823,-20.76,-0.7212,0.06015,881
2.398,-20.79,-0.0959,0.03969,932.2
1.678,-19.94,-0.7162,0.05371,-99
2.433,-20.5,-0.3325,0.07519,2294
2.167,-21.37,-0.5426,0.05718,881
1.547,-20.3,-0.5932,0.05713,881
2.453,-21.27,0.1639,0.07649,298.4
2.145,-20.37,-0.1576,0.07498,2294
1.814,-20.49,0.003604,0.07706,298.4
2.41,-21.53,0.2637,0.07655,2294
2.245,-21.41,-0.5057,0.07998,298.4
1.095,-20.89,-0.2632,0.0775,298.4
1.87,-20.77,-0.4042,0.0407,932.2
2.227,-20.94,-0.007516,0.07969,298.4
1.394,-19.84,-0.3806,0.05538,881
1.775,-19.82,-0.4726,0.0398,932.2
2.309,-20.75,-0.7239,0.04081,932.2
2.258,-20.54,-0.5806,0.05683,881
1.993,-21.37,-0.1555,0.06015,881
1.409,-20.35,0.2911,0.07756,298.4
1.542,-20.5,-0.6786,0.06108,881
1.85,-22.71,-0.1734,0.0773,298.4
1.522,-21.26,-0.1133,0.07757,298.4
2.073,-18.76,-0.5835,0.05691,881
1.661,-20.75,-0.8982,0.06708,-99
2.199,-20.98,-0.4913,0.04951,-99
1.107,-20.21,-0.4705,0.04927,-99
1.826,-21.91,-0.5932,0.07094,-99
2.011,-20.85,0.3099,0.07778,298.4
2.416,-21.43,0.3113,0.0765,298.4
2.094,-21.43,0.4966,0.07883,298.4
2.404,-20.42,-0.4098,0.06901,-99
2.306,-21.19,0.1327,0.07804,298.4
2.43,-21.7,1.294,0.07711,298.4
2.497,-22.57,0.5726,0.07694,298.4
2.236,-20.86,1.155,0.07701,298.4
1.667,-21.27,-0.416,0.07452,298.4
1.618,-21.84,-0.2055,0.0793,298.4
1.279,-19.82,-0.3001,0.05382,-99
1.331,-21.04,-0.1036,0.07904,298.4
1.269,-19.1,-0.6568,0.03954,932.2
2.441,-21.36,0.02281,0.07974,298.4
1.125,-19.9,-0.6189,0.076,298.4
1.798,-21.37,-0.3877,0.07662,298.4
1.737,-20.93,-0.529,0.05519,-99
1.286,-19.3,-0.4701,0.04068,932.2
1.172,-18.78,-0.4589,0.04006,932.2
1.639,-20.5,-0.3333,0.07985,298.4
2.236,-21.56,-1.064,0.07134,2294
1.733,-20.08,-0.9509,0.07119,2294
2.461,-21.1,-0.8338,0.07734,298.4
2.316,-21.2,-0.2066,0.03973,932.2
2.356,-21.29,-0.2534,0.07596,298.4
1.925,-20.89,-11.14,0.07058,-99
1.871,-20.26,-0.6309,0.056,881
2.418,-17.44,-0.1182,0.04004,932.2
2.255,-20.4,-0.1286,0.04044,932.2
1.539,-20.46,-0.1206,0.0756,2294
2.178,-20.86,-0.8982,0.06121,881
1.182,-19.78,-0.5608,0.04745,-99
2.385,-21.37,-0.6692,0.06151,881
1.632,-20.78,-0.792,0.04742,-99
1.292,-20.03,-0.8516,0.05689,881
2.536,-20.43,0.7801,0.07851,298.4
1.949,-20.43,0.5359,0.07737,298.4
1.568,-20.32,-0.8147,0.0773,298.4
1.792,-20.5,-0.4115,0.04857,-99
2.452,-20.8,-0.2701,0.0776,298.4
1.928,-21.59,0.08734,0.0779,298.4
2.357,-21.31,0.7573,0.07667,298.4
2.39,-20.59,0.5031,0.07602,298.4
2.397,-20.45,0.518,0.07638,298.4
2.353,-21.04,0.05494,0.07711,298.4
2.32,-20.55,0.5419,0.07678,298.4
1.477,-20.22,-0.4929,0.04956,-99
0.9278,-19.6,-0.6476,0.04054,932.2
2.116,-20.24,-0.6522,0.04042,932.2
2.248,-21.92,-0.7395,0.04971,-99
1.586,-20.39,-0.5878,0.05684,881
2.333,-21.04,-0.5591,0.05636,881
1.999,-20.19,-0.5158,0.056,881
0.4861,-18.48,-0.4576,0.04051,932.2
2.238,-18.99,-0.4159,0.0401,932.2
0.9766,-20.97,-0.884,0.07672,298.4
1.637,-19.96,-0.5217,0.03936,932.2
1.943,-21.03,-1.193,0.0606,881
1.865,-19.85,-0.5065,0.05613,881
1.638,-20.58,-0.856,0.0775,298.4
1.52,-19.79,-0.5896,0.0564,881
2.203,-21.33,-0.6717,0.0561,881
2.499,-21.42,-0.5337,0.05629,881
2.509,-22.93,-0.8451,0.07779,507.4
1.708,-21.28,-11.01,0.07779,323.2
2.169,-21.59,-0.9408,0.07833,323.2
2.567,-22.82,0.2399,0.07491,507.4
2.459,-20.62,0.444,0.07693,507.4
1.708,-19.9,-11.18,0.06531,-99
2.361,-21.56,0.1788,0.07925,323.2
2.545,-21.55,1.269,0.07786,507.4
2.388,-20.68,0.6859,0.07933,507.4
2.417,-21.89,0.6682,0.07762,507.4
2.409,-20.82,1.18,0.07685,507.4
2.399,-20.87,1.035,0.07694,507.4
2.579,-21.46,0.8175,0.07615,507.4
1.42,-21.58,-0.4652,0.07327,2294
2.553,-21.02,0.9458,0.07745,507.4
2.025,-21.63,-0.349,0.061,881
2.391,-20.72,1.029,0.079,507.4
1.78,-20.23,0.2115,0.07755,507.4
1.794,-22.37,0.1618,0.07642,323.2
2.131,-21.96,1.049,0.07738,507.4
2.439,-21.75,0.1153,0.0786,507.4
2.568,-22.84,1.274,0.07833,507.4
2.399,-22.19,1.185,0.07841,507.4
2.3,-20.97,1.171,0.07565,507.4
2.244,-21.44,1.171,0.07869,507.4
2.289,-20.36,0.7816,0.07722,507.4
1.29,-20.28,-0.4585,0.06159,881
2.529,-20.62,-0.1343,0.07706,507.4
1.263,-19.73,0.2193,0.05109,-99
2.512,-21.12,-0.1201,0.07846,507.4
2.347,-21.22,-0.1386,0.07701,507.4
1.357,-20.83,-0.1718,0.07894,507.4
2.316,-22.58,-0.2166,0.07997,507.4
2.652,-21.99,-0.1179,0.0782,507.4
0.503,-18.56,-0.5542,0.03818,-99
2.01,-19.41,-0.4474,0.03861,-99
2.49,-20.96,-0.6429,0.07677,298.4
1.726,-21.23,-1.14,0.06067,881
1.445,-20.47,-0.5378,0.079,298.4
1.62,-21.37,-0.358,0.07893,298.4
1.256,-20.54,-0.6343,0.07693,298.4
1.24,-20.45,-0.5244,0.07191,2294
1.674,-19.55,-0.5733,0.03875,-99
1.481,-20.31,-0.3625,0.07547,298.4
1.983,-21.66,-0.6863,0.07089,-99
1.602,-21.75,0.173,0.07716,298.4
2.481,-21.2,0.3095,0.07623,298.4
1.836,-20.3,0.185,0.07602,298.4
1.927,-21.79,0.3842,0.07582,298.4
2.447,-20.6,1.472,0.07675,298.4
2.143,-21.35,1.087,0.0773,298.4
2.325,-20.63,1.053,0.07546,298.4
2.477,-22.26,1.089,0.07686,298.4
1.587,-19.99,-0.6296,0.04094,932.2
2.249,-21.87,-0.424,0.06896,-99
2.38,-21.07,1.183,0.07686,298.4
2.398,-21.86,1.154,0.07536,298.4
2.017,-21.48,0.8006,0.07545,298.4
2.477,-20.61,0.0768,0.07629,298.4
1.484,-21.14,0.1324,0.07646,298.4
2.188,-20.71,-0.4411,0.07313,2294
1.362,-20.72,-0.4817,0.07624,298.4
2.528,-21.14,-0.8042,0.0534,-99
2.333,-20.52,-0.3187,0.07227,2294
1.951,-21.51,-0.8806,0.06749,-99
1.4,-20.07,-0.835,0.05427,-99
2.43,-21.75,-1.058,0.0566,881
1.117,-18.71,-0.5667,0.04062,932.2
1.975,-19.67,-0.6388,0.03948,932.2
1.598,-20.61,-0.6108,0.07808,323.2
2.111,-22.42,-0.6507,0.0543,-99
1.959,-20.83,-1.133,0.05981,881
1.528,-19.28,-0.689,0.041,932.2
1.788,-20.49,-0.2327,0.05549,881
2.283,-20.22,-1.074,0.06703,-99
1.246,-19.78,-0.4728,0.0549,-99
2.147,-20.47,-0.2751,0.07497,507.4
2.322,-20.39,-0.9084,0.07146,2294
1.909,-21.44,-0.08534,0.07936,605.8
